DiffId;Project;Commit;SrcFile;DstFile;Matcher;SrcStart;SrcEnd;DstStart;DstEnd;NodeType;Action;Result
55770;commons-lang;2e3057caa837ce853eaa3bbaa94911f9c9c62aab;src/java/org/apache/commons/lang/text/ExtendedMessageFormat.java;src/java/org/apache/commons/lang/text/ExtendedMessageFormat.java;MTDIFF;304;304;430;430;43;UPD;Nok
277617;hibernate-orm;2f40949719fdb770e12716e8cb705a96046d24e3;hibernate-entitymanager/src/main/java/org/hibernate/jpa/internal/QueryImpl.java;hibernate-entitymanager/src/main/java/org/hibernate/jpa/internal/QueryImpl.java;MTDIFF;184;184;196;196;42;UPD;Nok
277617;hibernate-orm;2f40949719fdb770e12716e8cb705a96046d24e3;hibernate-entitymanager/src/main/java/org/hibernate/jpa/internal/QueryImpl.java;hibernate-entitymanager/src/main/java/org/hibernate/jpa/internal/QueryImpl.java;MTDIFF;752;752;449;449;42;UPD;Nok
179555;eclipse.jdt.core;2fa8bdc58397f8ba42986ed8442348506f4b1424;org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/parser/Parser.java;org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/parser/Parser.java;MTDIFF;6058;6058;6058;6058;42;UPD;Ok
84027;commons-math;30ab6c8c3dd318d316521bb340ab831b9e104a31;src/test/org/apache/commons/math/linear/FieldMatrixImplTest.java;src/test/org/apache/commons/math/linear/FieldMatrixImplTest.java;MTDIFF;897;897;897;897;43;UPD;Ok
96355;eclipse.jdt.core;30e98d6cc084dfe1b207ffb7493b2de7b6cec8c4;org.eclipse.jdt.compiler.tool.tests/src/org/eclipse/jdt/compiler/tool/tests/CompilerToolTests.java;org.eclipse.jdt.compiler.tool.tests/src/org/eclipse/jdt/compiler/tool/tests/CompilerToolTests.java;MTDIFF;593;593;615;615;42;UPD;Ok
374787;spring-roo;31e8f9e134ea1662817baa9e5533f37d8df27c6a;process-manager/src/main/java/org/springframework/roo/process/manager/internal/DefaultFileManager.java;process-manager/src/main/java/org/springframework/roo/process/manager/internal/DefaultFileManager.java;MTDIFF;191;191;196;196;42;UPD;Ok
143999;eclipse.jdt.core;330462fa1b1e3cc7e6b257e0a0f3470535bf4f54;org.eclipse.jdt.core.tests.model/src/org/eclipse/jdt/core/tests/model/JavaSearchGenericTypeTests.java;org.eclipse.jdt.core.tests.model/src/org/eclipse/jdt/core/tests/model/JavaSearchGenericTypeTests.java;MTDIFF;409;409;344;344;45;UPD;Ok
143999;eclipse.jdt.core;330462fa1b1e3cc7e6b257e0a0f3470535bf4f54;org.eclipse.jdt.core.tests.model/src/org/eclipse/jdt/core/tests/model/JavaSearchGenericTypeTests.java;org.eclipse.jdt.core.tests.model/src/org/eclipse/jdt/core/tests/model/JavaSearchGenericTypeTests.java;MTDIFF;721;721;655;655;45;UPD;Ok
237110;hbase;3339e94e8d79fc55c861a1686ce1de0adb9790a8;src/java/org/apache/hadoop/hbase/util/Merge.java;src/java/org/apache/hadoop/hbase/util/Merge.java;MTDIFF;102;102;101;101;42;UPD;Ok
37471;activemq;33b73ac71d7d2c473d7f1943dde7e9992ec40bd1;activemq-core/src/gram/java/org/apache/activemq/openwire/tool/OpenWireCSharpMarshallingScript.java;activemq-core/src/gram/java/org/apache/activemq/openwire/tool/OpenWireCSharpMarshallingScript.java;MTDIFF;145;145;145;145;45;UPD;Ok
37436;activemq;33b73ac71d7d2c473d7f1943dde7e9992ec40bd1;activemq-core/src/main/java/org/apache/activemq/openwire/v1/ControlCommandMarshaller.java;activemq-core/src/main/java/org/apache/activemq/openwire/v1/ControlCommandMarshaller.java;MTDIFF;64;64;64;64;42;UPD;Ok
296728;hibernate-orm;360317eedf33bc3815f821071e2651db670bd095;hibernate-core/src/main/java/org/hibernate/hql/ast/HqlSqlWalker.java;hibernate-core/src/main/java/org/hibernate/hql/internal/ast/HqlSqlWalker.java;MTDIFF;46;46;46;46;40;UPD;Ok
242059;hbase;3607d3e0db9bd4aea7c653c9c92698a36be23679;src/test/org/apache/hadoop/hbase/filter/TestStopRowFilter.java;src/test/org/apache/hadoop/hbase/filter/TestStopRowFilter.java;MTDIFF;79;79;79;79;42;UPD;Ok
102137;eclipse.jdt.core;366617dbc4fc1d9363db17217a7ae199f0f005ea;org.eclipse.jdt.core.tests.compiler/src/org/eclipse/jdt/core/tests/compiler/regression/VarargsTest.java;org.eclipse.jdt.core.tests.compiler/src/org/eclipse/jdt/core/tests/compiler/regression/VarargsTest.java;MTDIFF;1160;1160;1160;1160;45;UPD;Ok
4094;activemq;36bd069e8f65a7b615a188d34ad0b951ec086732;activemq-amqp/src/test/java/org/apache/activemq/transport/amqp/JMSClientTestSupport.java;activemq-amqp/src/test/java/org/apache/activemq/transport/amqp/JMSClientTestSupport.java;MTDIFF;87;87;87;87;42;UPD;Ok
386048;spring-roo;372e8a390db0ed845c71e30a67a99e40ad1bafb7;addon-dod/src/main/java/org/springframework/roo/addon/dod/DataOnDemandMetadataProvider.java;addon-dod/src/main/java/org/springframework/roo/addon/dod/DataOnDemandMetadataProvider.java;MTDIFF;158;158;145;145;42;UPD;Nok
156341;eclipse.jdt.core;37562c5a562cc71ff03559ef16cdaf50168f2116;org.eclipse.jdt.core/search/org/eclipse/jdt/internal/core/search/matching/MatchLocatorParser.java;org.eclipse.jdt.core/search/org/eclipse/jdt/internal/core/search/matching/MatchLocatorParser.java;MTDIFF;265;265;257;257;5;UPD;Ok
84030;commons-math;37ee8dbfe6a441131d8308b77f606df23c2ce966;src/test/org/apache/commons/math/linear/DenseRealMatrixTest.java;src/test/org/apache/commons/math/linear/DenseRealMatrixTest.java;MTDIFF;948;948;948;948;43;UPD;Ok
