diffid;name;srcnodes;dstnodes;actions;name
337655;MtDiff;1228;1233;6;hibernate-search
337613;MtDiff;1496;1496;5;hibernate-search
337653;MtDiff;1049;1090;55;hibernate-search
337642;MtDiff;1458;1496;51;hibernate-search
337610;MtDiff;600;601;1;hibernate-search
337631;MtDiff;1393;1458;95;hibernate-search
337608;MtDiff;166;261;115;hibernate-search
337641;MtDiff;619;638;20;hibernate-search
337603;MtDiff;96;119;29;hibernate-search
337644;MtDiff;871;923;58;hibernate-search
337606;MtDiff;101;103;3;hibernate-search
337609;MtDiff;73;109;42;hibernate-search
337607;MtDiff;177;207;41;hibernate-search
337612;MtDiff;166;260;114;hibernate-search
337619;MtDiff;163;267;104;hibernate-search
337616;MtDiff;281;427;169;hibernate-search
337615;MtDiff;38;38;0;hibernate-search
337617;MtDiff;38;38;0;hibernate-search
337622;MtDiff;36;36;0;hibernate-search
337494;MtDiff;4267;4489;222;hibernate-search
337623;MtDiff;36;36;0;hibernate-search
337514;MtDiff;658;658;6;hibernate-search
337480;MtDiff;1895;1880;297;hibernate-search
337505;MtDiff;679;679;4;hibernate-search
337491;MtDiff;167;87;91;hibernate-search
337497;MtDiff;467;1;466;hibernate-search
337498;MtDiff;377;802;425;hibernate-search
337518;MtDiff;1948;1948;2;hibernate-search
337565;MtDiff;908;231;754;hibernate-search
337516;MtDiff;375;385;12;hibernate-search
337535;MtDiff;79;79;4;hibernate-search
337562;MtDiff;155;156;3;hibernate-search
337581;MtDiff;493;523;47;hibernate-search
337567;MtDiff;79;79;0;hibernate-search
337578;MtDiff;316;316;0;hibernate-search
337574;MtDiff;92;92;0;hibernate-search
337571;MtDiff;21;30;9;hibernate-search
337553;MtDiff;1964;1948;18;hibernate-search
337586;MtDiff;316;316;1;hibernate-search
337590;MtDiff;239;342;136;hibernate-search
337599;MtDiff;830;893;113;hibernate-search
337592;MtDiff;172;239;73;hibernate-search
337601;MtDiff;248;293;53;hibernate-search
337605;MtDiff;87;133;57;hibernate-search
337604;MtDiff;101;107;8;hibernate-search
337614;MtDiff;63;70;7;hibernate-search
337618;MtDiff;59;59;0;hibernate-search
337626;MtDiff;110;110;0;hibernate-search
337625;MtDiff;127;127;0;hibernate-search
337627;MtDiff;36;36;0;hibernate-search
337629;MtDiff;36;36;0;hibernate-search
337673;MtDiff;1380;1467;129;hibernate-search
337515;MtDiff;4267;4267;1;hibernate-search
337638;MtDiff;1;249;250;hibernate-search
337636;MtDiff;1;177;178;hibernate-search
337686;MtDiff;2116;2117;3;hibernate-search
337689;MtDiff;2599;2687;103;hibernate-search
337646;MtDiff;1;91;92;hibernate-search
337647;MtDiff;1;34;35;hibernate-search
337675;MtDiff;549;972;518;hibernate-search
337649;MtDiff;1;396;397;hibernate-search
337594;MtDiff;3447;3599;152;hibernate-search
337648;MtDiff;1;67;68;hibernate-search
337650;MtDiff;1;70;71;hibernate-search
337664;MtDiff;1879;1879;2;hibernate-search
337667;MtDiff;199;203;4;hibernate-search
337524;MtDiff;4252;4267;15;hibernate-search
337663;MtDiff;1;259;260;hibernate-search
338496;MtDiff;253;249;4;hibernate-search
339232;MtDiff;75;75;0;hibernate-search
339240;MtDiff;179;179;0;hibernate-search
339255;MtDiff;605;605;0;hibernate-search
339260;MtDiff;139;139;0;hibernate-search
339281;MtDiff;535;535;0;hibernate-search
339273;MtDiff;92;92;0;hibernate-search
339275;MtDiff;242;242;0;hibernate-search
339289;MtDiff;36;36;0;hibernate-search
339291;MtDiff;22;22;0;hibernate-search
339295;MtDiff;287;287;0;hibernate-search
339294;MtDiff;38;38;0;hibernate-search
339283;MtDiff;334;334;0;hibernate-search
339370;MtDiff;104;104;0;hibernate-search
339399;MtDiff;4;4;0;hibernate-search
339402;MtDiff;400;400;0;hibernate-search
339415;MtDiff;133;133;0;hibernate-search
339416;MtDiff;141;141;0;hibernate-search
339420;MtDiff;27;27;0;hibernate-search
339429;MtDiff;1009;1009;0;hibernate-search
339509;MtDiff;36;36;0;hibernate-search
339515;MtDiff;14;14;0;hibernate-search
339521;MtDiff;24;24;0;hibernate-search
339520;MtDiff;23;23;0;hibernate-search
339540;MtDiff;12;12;0;hibernate-search
339581;MtDiff;207;207;0;hibernate-search
339577;MtDiff;20;20;0;hibernate-search
339994;MtDiff;620;620;0;hibernate-search
340073;MtDiff;176;176;0;hibernate-search
340067;MtDiff;42;42;0;hibernate-search
340094;MtDiff;1428;1428;0;hibernate-search
340070;MtDiff;108;108;0;hibernate-search
340081;MtDiff;198;198;0;hibernate-search
340080;MtDiff;137;137;0;hibernate-search
340097;MtDiff;125;125;0;hibernate-search
340100;MtDiff;219;219;0;hibernate-search
340104;MtDiff;101;101;0;hibernate-search
340109;MtDiff;51;51;0;hibernate-search
340114;MtDiff;63;63;0;hibernate-search
340147;MtDiff;251;251;0;hibernate-search
340150;MtDiff;47;47;0;hibernate-search
340151;MtDiff;104;104;0;hibernate-search
340174;MtDiff;560;560;0;hibernate-search
340160;MtDiff;160;160;0;hibernate-search
340166;MtDiff;310;310;0;hibernate-search
340171;MtDiff;226;226;0;hibernate-search
340178;MtDiff;498;498;0;hibernate-search
340170;MtDiff;107;107;0;hibernate-search
340183;MtDiff;159;159;0;hibernate-search
340177;MtDiff;176;176;0;hibernate-search
340185;MtDiff;181;181;0;hibernate-search
340193;MtDiff;74;74;0;hibernate-search
340197;MtDiff;363;363;0;hibernate-search
340202;MtDiff;100;100;0;hibernate-search
340201;MtDiff;109;109;0;hibernate-search
340231;MtDiff;600;600;0;hibernate-search
340208;MtDiff;100;100;0;hibernate-search
340209;MtDiff;106;106;0;hibernate-search
340211;MtDiff;100;100;0;hibernate-search
340215;MtDiff;100;100;0;hibernate-search
337558;MtDiff;1962;1964;6;hibernate-search
337588;MtDiff;607;625;53;hibernate-search
337611;MtDiff;77;100;29;hibernate-search
337680;MtDiff;982;1035;69;hibernate-search
337620;MtDiff;36;36;0;hibernate-search
337621;MtDiff;74;74;0;hibernate-search
337624;MtDiff;36;36;0;hibernate-search
337628;MtDiff;33;33;0;hibernate-search
337637;MtDiff;1;81;82;hibernate-search
337640;MtDiff;1;145;146;hibernate-search
337643;MtDiff;778;779;6;hibernate-search
337645;MtDiff;151;151;1;hibernate-search
337669;MtDiff;1332;1393;267;hibernate-search
337543;MtDiff;5501;5507;9;hibernate-search
337651;MtDiff;1;71;72;hibernate-search
337658;MtDiff;34;30;4;hibernate-search
337672;MtDiff;259;259;5;hibernate-search
339299;MtDiff;59;59;0;hibernate-search
339315;MtDiff;63;63;0;hibernate-search
339340;MtDiff;133;133;0;hibernate-search
339325;MtDiff;158;158;0;hibernate-search
339333;MtDiff;213;213;0;hibernate-search
339339;MtDiff;328;328;0;hibernate-search
339343;MtDiff;587;587;0;hibernate-search
339348;MtDiff;117;117;0;hibernate-search
339374;MtDiff;344;344;0;hibernate-search
339367;MtDiff;238;238;0;hibernate-search
339352;MtDiff;367;367;0;hibernate-search
339354;MtDiff;217;217;0;hibernate-search
339366;MtDiff;217;217;0;hibernate-search
339395;MtDiff;66;66;0;hibernate-search
339389;MtDiff;4;4;0;hibernate-search
339405;MtDiff;439;439;0;hibernate-search
339396;MtDiff;7;7;0;hibernate-search
339424;MtDiff;887;887;0;hibernate-search
339418;MtDiff;40;40;0;hibernate-search
339422;MtDiff;62;62;0;hibernate-search
339419;MtDiff;7;7;0;hibernate-search
339427;MtDiff;221;221;0;hibernate-search
339417;MtDiff;14;14;0;hibernate-search
339430;MtDiff;129;129;0;hibernate-search
339459;MtDiff;1815;1815;0;hibernate-search
339451;MtDiff;1414;1414;0;hibernate-search
339434;MtDiff;214;214;0;hibernate-search
339437;MtDiff;180;180;0;hibernate-search
339439;MtDiff;321;321;0;hibernate-search
339438;MtDiff;232;232;0;hibernate-search
339444;MtDiff;394;394;0;hibernate-search
339467;MtDiff;1026;1026;0;hibernate-search
339468;MtDiff;312;312;0;hibernate-search
339464;MtDiff;61;61;0;hibernate-search
339472;MtDiff;25;25;0;hibernate-search
339470;MtDiff;17;17;0;hibernate-search
339590;MtDiff;87;87;0;hibernate-search
339599;MtDiff;182;182;0;hibernate-search
339624;MtDiff;29;29;0;hibernate-search
339622;MtDiff;4;4;0;hibernate-search
339632;MtDiff;54;54;0;hibernate-search
339656;MtDiff;266;266;0;hibernate-search
339647;MtDiff;13;13;0;hibernate-search
340000;MtDiff;135;135;0;hibernate-search
340154;MtDiff;127;127;0;hibernate-search
340184;MtDiff;1375;1375;0;hibernate-search
340161;MtDiff;163;163;0;hibernate-search
340172;MtDiff;163;163;0;hibernate-search
340175;MtDiff;176;176;0;hibernate-search
340165;MtDiff;151;151;0;hibernate-search
340190;MtDiff;71;71;0;hibernate-search
340199;MtDiff;110;110;0;hibernate-search
340200;MtDiff;75;75;0;hibernate-search
340210;MtDiff;1048;1048;0;hibernate-search
340192;MtDiff;610;610;0;hibernate-search
340222;MtDiff;49;49;0;hibernate-search
345379;MtDiff;31;31;0;hibernate-search
345389;MtDiff;29;29;0;hibernate-search
345392;MtDiff;77;77;0;hibernate-search
345397;MtDiff;45;45;0;hibernate-search
345405;MtDiff;157;157;0;hibernate-search
345406;MtDiff;151;151;0;hibernate-search
345414;MtDiff;224;224;0;hibernate-search
345416;MtDiff;58;58;0;hibernate-search
345421;MtDiff;43;43;0;hibernate-search
345458;MtDiff;437;437;0;hibernate-search
345446;MtDiff;285;285;0;hibernate-search
345456;MtDiff;36;36;0;hibernate-search
345453;MtDiff;273;273;0;hibernate-search
345471;MtDiff;29;29;0;hibernate-search
345472;MtDiff;236;236;0;hibernate-search
345467;MtDiff;70;70;0;hibernate-search
345475;MtDiff;35;35;0;hibernate-search
345473;MtDiff;33;33;0;hibernate-search
345480;MtDiff;148;148;0;hibernate-search
345483;MtDiff;33;33;0;hibernate-search
345500;MtDiff;155;155;0;hibernate-search
345497;MtDiff;78;78;0;hibernate-search
345478;MtDiff;292;292;0;hibernate-search
345506;MtDiff;108;108;0;hibernate-search
345503;MtDiff;94;94;0;hibernate-search
345510;MtDiff;109;109;0;hibernate-search
345512;MtDiff;112;112;0;hibernate-search
345522;MtDiff;179;179;0;hibernate-search
345531;MtDiff;535;535;0;hibernate-search
345530;MtDiff;367;367;0;hibernate-search
345524;MtDiff;238;238;0;hibernate-search
345527;MtDiff;23;23;0;hibernate-search
345526;MtDiff;15;15;0;hibernate-search
345529;MtDiff;67;67;0;hibernate-search
337671;MtDiff;1;11;12;hibernate-search
339591;MtDiff;96;96;0;hibernate-search
339600;MtDiff;117;117;0;hibernate-search
339605;MtDiff;489;489;0;hibernate-search
339663;MtDiff;275;275;0;hibernate-search
339662;MtDiff;97;97;0;hibernate-search
339682;MtDiff;700;700;0;hibernate-search
339667;MtDiff;240;240;0;hibernate-search
339687;MtDiff;240;240;0;hibernate-search
339691;MtDiff;251;251;0;hibernate-search
339703;MtDiff;870;870;0;hibernate-search
339705;MtDiff;575;575;0;hibernate-search
339694;MtDiff;160;160;0;hibernate-search
339695;MtDiff;68;68;0;hibernate-search
339761;MtDiff;3135;3135;0;hibernate-search
340004;MtDiff;282;282;0;hibernate-search
340608;MtDiff;1817;1815;8;hibernate-search
341874;MtDiff;3871;4021;1218;hibernate-search
341826;MtDiff;336;336;1;hibernate-search
341850;MtDiff;504;521;17;hibernate-search
341811;MtDiff;1570;1570;4;hibernate-search
341852;MtDiff;300;365;70;hibernate-search
341837;MtDiff;1373;1345;46;hibernate-search
341822;MtDiff;1451;1451;8;hibernate-search
341868;MtDiff;824;827;8;hibernate-search
341859;MtDiff;37;48;18;hibernate-search
341863;MtDiff;790;792;20;hibernate-search
341860;MtDiff;39;50;18;hibernate-search
341867;MtDiff;177;1;176;hibernate-search
341870;MtDiff;167;158;17;hibernate-search
341872;MtDiff;227;160;91;hibernate-search
342130;MtDiff;914;302;897;hibernate-search
341875;MtDiff;331;300;154;hibernate-search
341871;MtDiff;665;667;16;hibernate-search
341885;MtDiff;556;558;2;hibernate-search
341877;MtDiff;244;263;26;hibernate-search
341881;MtDiff;850;861;152;hibernate-search
341845;MtDiff;1286;1286;10;hibernate-search
344459;MtDiff;51;47;4;hibernate-search
344458;MtDiff;15;14;1;hibernate-search
344468;MtDiff;54;48;6;hibernate-search
344476;MtDiff;97;93;4;hibernate-search
344481;MtDiff;32;28;4;hibernate-search
344491;MtDiff;193;193;0;hibernate-search
344503;MtDiff;549;547;2;hibernate-search
344496;MtDiff;123;123;0;hibernate-search
344493;MtDiff;72;72;0;hibernate-search
344499;MtDiff;77;77;0;hibernate-search
344504;MtDiff;174;174;0;hibernate-search
344505;MtDiff;87;87;0;hibernate-search
344506;MtDiff;100;100;0;hibernate-search
344512;MtDiff;167;167;0;hibernate-search
344520;MtDiff;235;235;0;hibernate-search
344527;MtDiff;385;385;0;hibernate-search
344523;MtDiff;148;148;0;hibernate-search
344545;MtDiff;229;229;0;hibernate-search
344621;MtDiff;130;131;2;hibernate-search
344647;MtDiff;314;297;26;hibernate-search
344677;MtDiff;5714;5714;0;hibernate-search
344657;MtDiff;846;846;0;hibernate-search
344670;MtDiff;886;886;0;hibernate-search
344666;MtDiff;391;391;0;hibernate-search
344571;MtDiff;2957;2958;2;hibernate-search
344671;MtDiff;171;171;0;hibernate-search
344669;MtDiff;137;137;0;hibernate-search
344684;MtDiff;814;814;0;hibernate-search
344679;MtDiff;418;418;0;hibernate-search
